,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,81.4547,8.8616,38.6574,4.5224,8.154789121412301e+18,10.2883,22.3244,3.314146015707136e+18
1,Chronos,77.9175,7.0084,43.2237,4.2033,5.305107096797184e+18,6.4368,18.2011,0.0
2,TimesFM,53.9566,8.677,37.4137,4.121,6.176162971648e+18,6.1079,19.3782,1.09861505335296e+16
3,Timer,72.0297,10.3467,41.8547,5.2158,8.425122093963674e+18,5.6048,23.2274,4.63103070306304e+16
4,Time-MoE,54.4925,24.8249,39.5862,4.7319,6.991705105707827e+18,40.5476,18.3626,2.37977561202688e+16
5,My-MoE,54.5967,7.4385,39.5626,4.1956,6.229253921387315e+18,5.8864,19.4767,6.12893779296256e+16
6,Mean Foundation Models,67.913,10.7621,39.9232,4.5261,7.010577621503181e+18,11.8346,19.2057,6.727717839962112e+17
