,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,67.3543,5.3995,18.0956,7.5766,23.5224,10.2705,50.2698,35.7087
1,Chronos,87.2331,3.5868,20.0361,3.876,13.955,6.6003,40.2601,28.7394
2,TimesFM,63.3975,5.7841,28.3071,4.1102,16.8669,9.6201,35.2234,28.6487
3,Timer,73.6906,5.5599,26.395,4.2897,35.4722,9.9062,38.6077,48.1481
4,Time-MoE,69.9123,10.4559,24.404,4.4568,18.2058,25.8891,36.6298,38.4131
5,My-MoE,70.8684,4.3814,23.5545,4.109,14.5421,6.0449,34.7296,32.0025
6,Mean Foundation Models,72.3176,4.9579,23.3746,4.6193,16.3585,12.4572,38.3475,33.8878
