,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,8.817,4.0771,18.6756,4.5362,1.7517809236757709e+19,11.1645,44.1735,9.177565145491046e+18
1,Chronos,13.6149,5.8578,19.7475,3.5978,79.0903,6.374,11.7379,0.0
2,TimesFM,29.6079,7.1704,19.545,3.6734,77.3635,4.9098,45.0873,6.67777958412288e+16
3,Timer,25.9076,8.4854,24.7925,4.5834,1.00487623247659e+19,3.8531,25.5425,1.1033165393035264e+18
4,Time-MoE,22.3326,9.0319,22.7245,7.6004,2.4741215802176307e+19,23.7729,16.0345,1.0446328978997248e+18
5,My-MoE,15.7248,7.8893,23.2508,3.1181,5.475325240672256e+18,4.5376,41.3912,3.900246916595712e+17
6,Mean Foundation Models,20.056,6.2668,20.6225,4.2947,1.0296910073246515e+19,6.2936,26.1584,2.1221482801659904e+18
