,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,26.6369,4.4429,4.181580964691968e+17,5.8076,1.4124735388736029e+21,8.1041,15.6988,5.291677270933504e+17
1,Chronos,31.2817,4.1676,3.337057787183104e+17,3.7792,1.3163243256571494e+19,5.5792,12.4714,5.20591543107584e+16
2,TimesFM,38.9325,4.6216,4.034993999314944e+17,2.5145,3.6507095572162806e+20,7.814,29.4076,1.239374419197952e+17
3,Timer,30.1859,3.1772,3.934755905077248e+17,3.3979,2.858160960072319e+20,5.8351,13.157,5.38472666365952e+17
4,Time-MoE,34.3235,6.9701,4.578786251112448e+17,5.6831,3.210495612902441e+20,8.6364,17.8474,1.8393375686262784e+18
5,My-MoE,19.934,3.357,4.127980041273344e+17,3.1871,5.336358189375947e+20,6.3474,15.2257,9.705899165745152e+17
6,Mean Foundation Models,31.0304,3.622,4.013434605666304e+17,4.0575,4.7853082503020544e+20,7.1247,17.3101,5.441513647505408e+17
