,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,41.4697,10.1505,18.5848,7.6847,7.1824,7.1291,217.5416,180.6004
1,Chronos,48.1763,9.9266,18.66,2.6174,10.1535,4.1017,242.5718,48.4894
2,TimesFM,25.8415,9.0254,19.1191,2.4383,8.4099,3.4055,229.4255,75.5409
3,Timer,34.5855,8.9113,18.9833,2.552,13.4467,3.7533,241.8694,264.5516
4,Time-MoE,29.926,8.8416,17.4722,5.6364,14.5391,27.6406,248.3866,333.3189
5,My-MoE,29.3576,8.8543,17.9382,2.505,9.5525,3.4648,237.9785,101.4237
6,Mean Foundation Models,35.9998,9.1829,17.5983,3.5327,9.9054,7.3422,235.959,152.131
