,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,52.6059,14.9618,6.572489668820992e+17,9.9504,46.6177,17.6403,387.2141,3.2824304739549184e+18
1,Chronos,46.203,13.1009,6.003007070142464e+17,5.5434,71.603,8.0595,344.3961,0.0
2,TimesFM,44.6886,12.6872,4.5237816786944e+17,6.0215,61.4945,8.4531,303.7634,8.00525331202048e+16
3,Timer,43.5033,12.9128,6.616993583071232e+17,5.6361,25.7712,7.9439,339.2928,2.36494723743744e+17
4,Time-MoE,38.4918,15.4607,5.3378121990144e+17,8.6304,39.2715,8.4476,358.7048,2.4285168873242624e+18
5,My-MoE,37.142,12.757,5.287422568955904e+17,5.2073,53.2977,7.6835,323.1951,1.3322761992667136e+18
6,Mean Foundation Models,43.7635,12.8059,5.810816410451968e+17,7.0368,38.4687,9.1466,346.6128,1.1367004611018752e+18
