,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,27.168,4.592,32.6551,4.2771,18.0811,12.5767,7.8062,1.1362559319867392e+18
1,Chronos,40.5338,4.2231,37.85,4.2571,13.8057,9.2701,9.3509,8.85141220098048e+16
2,TimesFM,39.6627,3.5284,35.5717,3.2423,13.3542,7.3762,4.3882,0.0
3,Timer,38.1094,3.9883,36.4459,4.5743,18.6664,9.2361,8.2015,1.2945893000583578e+19
4,Time-MoE,41.0531,15.9207,31.3166,11.0317,19.1605,27.3323,10.3096,2.6733429080981504e+18
5,My-MoE,32.0774,3.9875,35.5438,3.9815,14.2137,8.3598,8.4326,0.0
6,Mean Foundation Models,36.5781,5.3742,34.2709,5.1818,16.4266,12.5584,6.0684,2.7367224519950336e+18
