,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,42.6787,18.723,160.9669,11.0038,22.7482,9.18,213.1451,32.1405
1,Chronos,41.1238,15.9566,43.8491,4.114,16.0392,7.979,208.426,27.8362
2,TimesFM,79.8363,15.43,40.0082,4.4103,19.9046,5.964,211.0112,28.1506
3,Timer,36.5622,16.7348,42.2277,4.3458,41.8058,5.0314,208.9264,24.1735
4,Time-MoE,60.9671,12.262,50.3424,4.0833,64.2527,3.6149,214.5325,46.5863
5,My-MoE,74.0804,16.049,43.8489,3.9353,21.3575,7.1629,208.1291,27.4738
6,Mean Foundation Models,51.1611,15.3849,63.1358,4.5221,29.9817,5.3501,211.2082,24.5622
