,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,34.0099,10.0401,638.2006,4.287,2.8608620821846426e+19,5.85,11.2328,1.366745029804032e+18
1,Chronos,28.8704,9.137,563.4898,2.4859,0.0,4.4071,12.6052,1.189431063085056e+17
2,TimesFM,23.4435,13.8269,567.5077,2.3864,2.0597196420284416e+18,5.7867,9.948,2.592952018796544e+17
3,Timer,22.8868,10.9632,708.7194,2.3838,5.18691389177856e+18,4.4313,9.3987,4.4095746328231936e+18
4,Time-MoE,27.6932,10.6614,644.5511,3.8588,8.555419375815885e+18,4.582,10.9411,4.3499596277612544e+18
5,My-MoE,23.9123,9.6587,603.294,2.0574,2.8224212229423104e+18,4.7494,13.8449,1.488098257010688e+18
6,Mean Foundation Models,26.4401,10.8521,622.3696,2.3838,7.101788982974874e+18,4.3247,9.3556,2.0793019011694592e+18
