,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,41.0631,5.4492,70.6874,4.4147,6.237232682133094e+18,12.0287,12.1659,2.398847414304768e+17
1,Chronos,41.8857,4.7626,65.8287,3.4629,0.0,16.3404,11.9177,80174678016000.0
2,TimesFM,47.6939,4.9558,72.4641,2.5118,7.94221392953344e+16,23.8299,10.6271,0.0
3,Timer,44.7811,4.3604,84.1453,3.0454,1.3491607894491136e+18,16.5751,11.2245,653612652953600.0
4,Time-MoE,47.0581,19.8088,71.3165,6.6438,2.5439170751102976e+18,8.6578,9.2218,9668377391923200.0
5,My-MoE,40.6397,4.3849,79.9011,3.5105,2.2891320989188096e+18,11.8978,11.7464,1.37084048244736e+16
6,Mean Foundation Models,44.4964,5.1478,72.5277,3.5887,2.020655411232768e+18,13.0068,10.2052,4.83255090413568e+16
