,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,17.4343,10.4347,7.073975633759437e+18,3.8866,395.546,39.3585,15.774,1.2308907045158912e+18
1,Chronos,15.6834,7.5461,7.481320210536858e+18,3.2004,269.7765,37.3627,10.0172,0.0
2,TimesFM,29.8797,4.0985,8.129848246324429e+18,3.4567,497.2226,31.7793,10.4577,0.0
3,Timer,51.2631,7.9529,7.160540270113587e+18,3.3144,1071.3874,33.8806,13.0065,6.467661113537331e+18
4,Time-MoE,43.7116,23.2671,7.515230695325696e+18,2.7386,992.1514,31.9958,11.6163,3.1645862350290944e+18
5,My-MoE,43.7306,5.6913,7.706065541215027e+18,4.1631,884.9436,32.4227,10.522,1.68578607218688e+17
6,Mean Foundation Models,31.4761,9.8378,7.472182238117888e+18,3.0108,640.8657,34.8754,11.7768,7.755003150204928e+17
