,Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
0,Moirai,18.1953,10.9125,32.5503,5.0425,36.5768,10.3649,80.562,1.0404498145017856e+18
1,Chronos,17.415,9.1087,37.8068,3.6104,15.3697,6.9921,107.5044,0.0
2,TimesFM,14.9811,9.5332,35.4695,3.9008,31.306,7.0058,98.4875,0.0
3,Timer,15.7078,9.2257,33.225,4.8269,36.642,10.1207,99.0885,1.3106800299606016e+18
4,Time-MoE,15.2953,8.8957,35.9133,6.1446,66.0495,17.7787,98.6674,1.4331759332163584e+18
5,My-MoE,13.5829,9.0881,33.4031,3.4594,32.9942,7.7139,98.5327,2.237070894432256e+17
6,Mean Foundation Models,14.9016,9.3599,32.0174,4.3936,36.2375,9.5379,96.862,4.416977384767488e+17
