Epoch,Train Loss
1,0.19222130110630622
2,0.17934312155613533
3,0.17881866716421568
4,0.17593445686193612
5,0.1748441899052033
6,0.17364134811438048
7,0.1729213440647492
8,0.17107137006062728
9,0.16816158019579375
10,0.16720492793963507
11,0.1649040155685865
12,0.16336212765712005
13,0.16314328576509768
14,0.16395377138486275
15,0.16161918984009668
16,0.16309930269534773
17,0.16236416365091616
18,0.16111435511937508
19,0.1622261989575166
20,0.16114360151382592
21,0.16163656803277823
22,0.16209081503061148
23,0.16019618797760743
24,0.16056626462019408
25,0.16071577198230302
26,0.16003142870389497
27,0.1584076743859511
28,0.15885583139382875
29,0.15989790799526069
30,0.1589929501597698
31,0.1586130536519564
32,0.1596036169391412
