Epoch,Train Loss
1,0.14683657655349144
2,0.14635078150492448
3,0.1405949328954403
4,0.13653140916274145
5,0.13380909653810355
6,0.13453382310959008
7,0.13069347062936196
8,0.13263825040597182
9,0.1301890600186128
10,0.13198883946125323
11,0.12994387631232923
12,0.1298383571780645
13,0.13188352493139413
14,0.13048341755683607
15,0.13111969943229967
16,0.13001309163295305
17,0.12936159395254576
18,0.12855197088076517
19,0.12881619082047388
20,0.12928682336440453
21,0.13158472398152718
22,0.1286881869802108
23,0.12762890641505903
24,0.1281508321945484
25,0.12719203187869146
26,0.12757090364511198
27,0.12762763924323595
28,0.1262053199685537
29,0.12692907452583313
30,0.12777421680780557
31,0.12702812942174765
32,0.1268580429829084
33,0.12580606914483583
34,0.12639901901666933
35,0.1263849316881253
36,0.12576143271647966
37,0.1256258860230446
38,0.12613651844171378
39,0.12526575819804117
40,0.1255462931898924
41,0.12467635308320706
42,0.12571530502576095
43,0.12515082611487463
44,0.1251368625805928
45,0.12531903386116028
46,0.12465279148175167
47,0.12462409757650815
48,0.12560872848217303
49,0.12496547343639228
50,0.12492336218173687
51,0.12547496935495964
52,0.12407087763914695
53,0.1249985030064216
54,0.12435607956005977
55,0.1245850404867759
56,0.12423602778177995
57,0.12433488896259895
58,0.12448379913201699
59,0.12429006168475518
60,0.12498274674782386
61,0.1242995153252895
62,0.12518086685584143
