Epoch,Train Loss
1,0.1030039254289407
2,0.1013310792354437
3,0.09967744121184716
4,0.09711717527646285
5,0.09695768528259717
6,0.09522936722406974
7,0.09399729737868676
8,0.09611298258487995
9,0.09288413134905008
10,0.09252836268681747
11,0.0940475813471354
12,0.09610970891438998
13,0.09130540031653184
14,0.09096080465958668
15,0.0896730818427526
16,0.09039662090631631
17,0.09254863227789219
18,0.0895452261544191
19,0.09093039597456272
20,0.08982264823638476
21,0.08841732717477359
22,0.08904475919329204
23,0.08822578936815262
24,0.08734578524644558
25,0.08923865625491509
26,0.08892270292227085
27,0.08977097731370193
28,0.08869531693366858
29,0.08755223395732734
30,0.08860703615041879
31,0.08756528966701947
32,0.0867653087927745
33,0.0868214970597854
34,0.08704470900388864
35,0.0885039407473344
36,0.08741928980900691
37,0.08792163030459331
38,0.0868208732169408
39,0.0860352900165778
40,0.08715173831352821
41,0.0861521320274243
42,0.08687350153923035
43,0.08507961894457157
44,0.0873680948637999
45,0.08552808801715191
46,0.08527461152810317
47,0.08662288607313083
48,0.08581271309119004
49,0.08639959876353924
50,0.08606036236652961
51,0.08605691446707799
52,0.0862347139761998
53,0.08555455333911456
