Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,5.7519,5.3209,13.0869,2.273,34.8525,9.3207,8.3649,2.8308320144483942e+19
Timer,10.4791,5.5866,20.2509,2.6175,33.7617,9.5819,7.2429,2.3855078149665587e+19
TimesFM,8.017,5.7414,26.2377,2.5963,61.2984,7.8555,8.2071,1.883232520938455e+19
Morai,6.6792,5.6965,18.5762,6.9315,20.8903,12.6615,9.0223,1.0044731412059259e+20
Chronos,5.6662,5.9825,18.4492,3.3698,19.0539,8.7043,8.8847,3.884728512560497e+19
My-MoE,6.1826,5.7292,13.0298,2.7447,33.4595,8.0183,7.4419,1.9401982183735296e+19
