Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,7.3487,5.3637,33.4813,1.1867,22.9509,2.3725,11.1506,333.839
Timer,6.9328,5.3519,34.1057,1.8851,16.0898,5.4975,14.3582,181.1163
TimesFM,8.3746,6.267,29.9596,0.6686,34.8797,3.9098,11.055,261.7456
Morai,11.037,8.1627,36.2995,8.7647,17.1021,19.1089,9.5224,286.7041
Chronos,9.5217,6.7612,32.7344,0.8758,21.6202,4.6729,12.3219,128.8987
My-MoE,8.1231,5.74,33.1035,0.7197,13.3657,4.8438,10.6497,90.7742
