Epoch,Train Loss
1,0.21272993087768555
2,0.1939451786187979
3,0.18635875903643095
4,0.17953887581825256
5,0.18449140168153322
6,0.18022183959300703
7,0.1804905774501654
8,0.18247864108819228
9,0.17232508326952273
10,0.17257617184749016
11,0.17472333632982695
12,0.1736170076406919
13,0.17525013249654037
14,0.1765995231958536
15,0.1724752439902379
16,0.16824154211924627
17,0.16832331510690543
18,0.17320399559461153
19,0.1721652837900015
20,0.17067768482061532
21,0.16382188063401443
22,0.1674527726494349
23,0.1703249468253209
24,0.16728915159518903
25,0.16201815467614394
26,0.16513158954106844
27,0.17034825682640076
28,0.16479380887288314
29,0.16361090483573767
30,0.16283094309843504
31,0.16506123084288377
32,0.16269692148153597
33,0.166595723766547
34,0.166173415688368
35,0.16444052297335404
