Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,11.5072,6.208,22.0177,2.8277,119.4949,12.326,12.013,1435.7623
Timer,27.7121,7.6671,21.0755,2.6726,82.0383,4.3134,12.4511,1557.7473
TimesFM,21.136,5.2966,18.8252,3.1609,101.3804,3.1517,14.2147,252.9736
Morai,10.396,7.6825,26.3974,7.4727,50.5797,9.8203,14.8964,917.6403
Chronos,13.9394,5.7881,20.7828,2.3372,62.2974,3.2183,7.7738,198.908
My-MoE,19.367,4.903,22.2891,3.127,110.4715,3.9315,11.3749,812.5199
