Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,7.3487,5.3637,33.4813,1.1867,22.9509,2.3725,11.1506,333.839
Timer,8.8975,6.7831,38.817,2.1879,69.2239,4.6215,10.9693,143.5856
TimesFM,8.3746,6.267,29.9596,0.6686,34.8797,3.9098,11.055,261.7456
Morai,11.822,9.1283,31.5406,8.4435,18.5391,18.8239,9.0552,298.6814
Chronos,9.5217,6.7612,32.7344,0.8758,21.6202,4.6729,12.3219,128.8987
My-MoE,8.3746,6.2835,30.5362,0.9335,26.9279,5.3746,8.9251,30.1818
