Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
UniTS,9.0216,5.1915,53.3923,4.0043,27.3187,6.2479,23.4837,0.0
SimMTM,16.1784,5.5931,41.6221,1.9817,14.4161,2.8246,19.7687,499012547379200.0
