Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
UniTS,19.8054,3.3742,75.2541,9.556,81.9709,7.1815,23.2378,100.0
SimMTM,49.425,3.4329,100.3464,6.1993,22.0744,2.5455,50.2604,66.1198
