horizon,state,year,experiment,num_epochs,min_loss
horizon_12,excluding_sp,2020,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2020_log,20,0.1843690602825238
horizon_12,excluding_sp,2021,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2021_log,7,0.2704896032810211
horizon_12,excluding_sp,2022,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2022_log,17,0.1969025020415966
horizon_12,excluding_sp,2023,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2023_log,10,0.1458738881808061
horizon_12,excluding_sp,2024,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2024_log,7,0.1778525285995923
horizon_24,excluding_sp,2020,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2020_log,9,0.285246539574403
horizon_24,excluding_sp,2021,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2021_log,12,0.2084437952591822
horizon_24,excluding_sp,2022,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2022_log,9,0.2938696615971051
horizon_24,excluding_sp,2023,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2023_log,7,0.2727100138480847
horizon_24,excluding_sp,2024,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2024_log,10,0.2127791700454858
horizon_3,excluding_sp,2020,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2020_log,9,0.0989192603872372
horizon_3,excluding_sp,2021,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2021_log,7,0.0977636816409917
horizon_3,excluding_sp,2022,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2022_log,7,0.0730911665237867
horizon_3,excluding_sp,2023,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2023_log,8,0.0893119384463016
horizon_3,excluding_sp,2024,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2024_log,12,0.1239947229623794
horizon_6,excluding_sp,2020,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2020_log,11,0.1430030786074125
horizon_6,excluding_sp,2021,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2021_log,7,0.1497856848514997
horizon_6,excluding_sp,2022,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2022_log,10,0.0961237177252769
horizon_6,excluding_sp,2023,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2023_log,7,0.1012215706018301
horizon_6,excluding_sp,2024,model_topk_1_norm_std_noise_False_ep_20_lr_0.0001_2024_log,18,0.1518974166650038
