Modelo,Etanolhidratado,Gasolinac,Gasolinadeaviacao,Glp,Oleocombustivel,Oleodiesel,Querosenedeaviacao,Queroseneiluminante
Time-MoE,15.2348,14.1769,16.7499,4.0019,87.8739,13.503,183.5914,7.778568025145344e+18
Timer,17.6195,14.3923,20.3611,6.0477,63.9077,4.5685,187.714,8.667725039665152e+18
TimesFM,13.6967,15.1858,8.5206,3.8067,15.0261,4.9884,212.3583,76.9035
Morai,22.6759,16.7527,12.7752,7.9338,23.6616,9.2168,200.0985,1.2268442010779648e+18
Chronos,21.2783,13.8044,7.0591,3.5293,26.0391,5.0753,208.9084,4.761938903747789e+18
My-MoE,14.3771,14.2932,10.9073,3.8969,12.9991,4.8668,207.0656,8.322982617704038e+18
